"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	1578	4.15	0.85	5	1	4
2	529	3.18	0.98	5	1	3
3	374	3.03	1.09	5	1	3
4	139	2.7	1.01	5	1	3
5	240	3.02	1.04	5	1	3
6	724	3.88	0.94	5	1	4
7	345	3.41	0.99	5	1	3
8	54	3.04	0.97	5	1	3
9	85	2.64	1.04	5	1	3
10	681	3.53	0.89	5	1	4
11	783	3.78	0.9	5	1	4
12	120	2.33	1.12	5	1	2
13	77	3.21	1.08	5	1	3
14	128	3.53	0.89	5	1	4
15	111	2.5	1.24	5	1	3
16	525	3.8	0.9	5	1	4
17	651	4.03	0.89	5	1	4
18	114	3.35	1.02	5	1	3
19	297	2.45	1.17	5	1	2
20	105	2.53	0.93	4	1	3
21	1003	3.59	0.94	5	1	4
22	276	3.32	0.96	5	1	3
23	94	2.83	1.03	5	1	3
24	483	3.16	1.07	5	1	3
25	726	3.68	1.08	5	1	4
26	71	3.39	1.01	5	1	4
27	52	2.94	0.89	5	1	3
28	128	4.06	0.89	5	1	4
29	305	4.09	1	5	1	4
30	56	3.71	0.91	5	2	4
31	108	3.07	0.99	5	1	3
32	1138	3.96	0.97	5	1	4
33	4	3	0.82	4	2	3
34	1331	3.89	1.03	5	1	4
35	55	3.31	0.96	5	1	3
36	712	3.95	0.89	5	1	4
37	7	3.43	1.51	5	1	4
38	21	2.95	1.56	5	1	3
39	1027	3.62	0.95	5	1	4
40	22	3.91	0.87	5	2	4
41	176	3.99	0.84	5	1	4
42	165	2.87	1	5	1	3
43	116	3.47	0.96	5	1	4
44	227	2.75	1.07	5	1	3
45	413	3.44	0.99	5	1	4
46	128	3.06	0.92	5	1	3
47	879	4.12	0.91	5	1	4
48	302	2.93	1.1	5	1	3
49	22	3.82	1.05	5	2	4
50	1373	4.51	0.75	5	1	5
52	332	3.64	0.91	5	1	4
53	7	4.86	0.38	5	4	5
54	33	2.61	1.14	5	1	2
55	34	3.09	1.24	5	1	3
56	7	1.86	1.46	4	1	1
57	74	3.38	0.99	5	1	3
58	374	4.08	0.89	5	1	4
59	5	3	1.58	5	1	3
60	263	3.2	0.98	5	1	3
61	50	3	0.99	5	1	3
62	404	3.7	1.03	5	1	4
63	81	2.98	1.15	5	1	3
64	59	2.25	0.88	4	1	2
65	116	2.06	1.07	5	1	2
66	73	1.67	0.88	4	1	1
67	4	3.25	0.96	4	2	3.5
68	46	3.54	0.84	5	2	4
