"userID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	41	4.15	0.69	5	3	4
2	102	3.68	0.98	5	1	4
3	35	3.91	1.09	5	1	4
4	17	4.06	1.14	5	1	4
5	147	3.24	1.11	5	1	3
6	52	3.9	0.77	5	2	4
7	25	4.28	0.74	5	3	4
8	100	3.89	0.91	5	2	4
9	85	3.69	0.85	5	2	4
10	302	4.08	0.87	5	2	4
11	99	3.32	1.36	5	1	4
12	18	3.72	1.18	5	1	4
13	82	3.41	0.8	5	2	3
14	17	3.18	1.47	5	1	3
15	151	3.25	0.84	5	1	3
16	28	2.89	1.2	5	1	3
17	158	4.09	0.83	5	2	4
18	251	3.66	1.36	5	1	4
19	198	3.55	1.1	5	1	4
20	18	4	0.84	5	2	4
21	19	2.84	1.34	5	1	3
22	224	3.08	1.03	5	1	3
23	221	3.32	1.02	5	1	3
24	104	3.99	0.77	5	1	4
25	67	3.79	1.08	5	1	4
26	313	3	1.05	5	1	3
27	60	4.13	1.21	5	1	5
28	81	3.73	0.87	5	2	4
29	78	3.58	1.06	5	1	3
30	34	3.53	0.99	5	2	4
31	91	3.84	0.99	5	1	4
32	36	3.58	1.08	5	1	4
33	296	3.5	1.02	5	1	4
34	128	3.85	1.05	5	1	4
35	142	3.62	1.07	5	1	4
36	261	4.18	0.79	5	1	4
37	43	3.81	1.37	5	1	4
38	67	3.54	0.84	5	1	4
39	40	3.52	1.24	5	1	4
40	82	3.39	1.15	5	1	3
41	23	3.48	1.59	5	1	4
42	174	3.73	0.79	5	1	4
43	19	4.37	0.68	5	3	4
44	154	3.66	1.19	5	1	4
45	213	2.96	1.12	5	1	3
46	27	4.56	1.28	5	1	5
47	13	4	0.82	5	2	4
48	459	3.05	0.82	5	1	3
49	84	3.7	0.79	5	2	4
50	33	3.09	0.88	5	1	3
51	34	3.97	0.83	5	2	4
52	60	3.7	1.08	5	1	4
53	502	4.26	0.94	5	1	5
54	30	3.97	0.76	5	2	4
55	16	4.19	0.83	5	3	4
56	48	4	1.07	5	1	4
57	49	2.98	1.33	5	1	3
58	348	3.99	0.98	5	1	4
59	163	3.46	0.86	5	1	4
60	54	3.31	1.34	5	1	3
61	30	2.7	1.02	4	1	3
62	372	3.55	0.84	5	1	4
63	70	3.51	1.27	5	1	4
64	20	4.45	0.6	5	3	4.5
65	95	4.36	0.81	5	1	5
66	22	3.77	1.45	5	1	4.5
67	52	4.25	0.86	5	2	4
68	59	3.8	1.14	5	1	4
69	56	4.25	1	5	1	4.5
70	46	3.76	1.2	5	1	4
71	23	3.78	0.74	5	2	4
72	32	3.69	1.18	5	1	4
73	188	3.38	1.04	5	1	3
74	33	4.09	0.98	5	2	4
75	140	4.04	0.97	5	1	4
76	66	4.2	0.85	5	2	4
77	28	2.96	1.14	5	1	3
78	112	3.67	0.86	5	2	4
79	24	3.58	1.06	5	1	3
80	30	3.83	1.05	5	2	4
81	61	4.33	1.18	5	1	5
82	92	3.97	0.8	5	2	4
83	77	3.53	1.43	5	1	4
84	28	3.82	1.52	5	1	4.5
85	33	3.12	1.34	5	1	3
86	32	4.44	0.84	5	1	5
87	42	2.83	1.85	5	1	3
88	48	4.15	1.09	5	1	4
89	16	3.25	1.65	5	1	4
90	167	3.48	0.84	5	1	3
91	35	4.71	0.57	5	3	5
92	326	2.7	1.31	5	1	3
93	170	3.05	1.25	5	1	3
94	19	3.84	0.83	5	2	4
95	73	3.66	0.99	5	1	4
96	59	3.63	0.81	5	1	4
97	122	4.46	0.63	5	2	5
98	15	3.73	1.28	5	1	4
99	80	3.23	1.41	5	1	3.5
100	59	3.05	0.84	5	1	3
101	79	4.7	0.59	5	3	5
102	107	3.15	1.53	5	1	3
103	89	4.09	0.91	5	2	4
104	35	3.26	1.01	5	1	3
105	50	4.26	0.94	5	1	5
106	30	4.03	0.81	5	2	4
107	97	3.72	0.7	5	2	4
108	24	2.92	1.25	5	1	3
109	65	3.97	0.68	5	1	4
110	64	3.19	1.23	5	1	3
111	70	3.7	0.75	5	2	4
112	49	4.16	1.11	5	1	5
113	56	3.46	1.24	5	1	4
114	68	3.72	0.91	5	1	4
115	27	3.81	1.11	5	2	4
116	61	3.87	0.88	5	2	4
117	374	3.32	1.09	5	1	3
118	183	3.7	0.84	5	1	4
119	76	3.55	0.85	5	2	3
120	44	3.7	1.02	5	1	4
121	53	4.42	0.91	5	1	5
122	41	2.78	1.26	5	1	3
123	438	3.41	0.8	5	1	3
124	15	4.2	0.68	5	3	4
125	53	4.13	0.79	5	2	4
126	43	4.02	1.39	5	1	5
127	134	3.84	0.87	5	2	4
128	20	4.5	0.76	5	3	5
129	122	4.03	0.87	5	1	4
130	109	4.32	1.17	5	1	5
131	230	3.4	1.08	5	1	4
132	77	3.92	1.04	5	1	4
133	137	3.77	1.16	5	1	4
134	138	2.62	1.34	5	1	2.5
135	54	3.57	1.47	5	1	4
136	291	3.08	1.4	5	1	3
137	150	3.63	0.66	5	2	4
138	50	4.48	0.74	5	2	5
139	185	3.83	1.08	5	1	4
140	40	3.9	0.98	5	2	4
141	15	3.87	1.13	5	1	4
142	38	3.21	1.02	5	1	3
143	53	3.58	1.15	5	1	4
144	25	3.72	1.51	5	1	4
145	34	2.97	1.24	5	1	3
146	330	3.76	1.1	5	1	4
147	146	3.49	0.95	5	1	4
148	484	3.72	1	5	1	4
149	451	3.98	0.92	5	1	4
150	171	3.97	0.74	5	2	4
151	346	3.69	1.01	5	1	4
152	18	4.28	0.83	5	2	4
153	21	4.05	1.32	5	1	5
