"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	338	3.87	0.93	5	1	4
2	106	3.17	1	5	1	3
3	69	2.9	1.19	5	1	3
4	160	3.48	0.96	5	1	4
5	64	3.34	0.91	5	1	3
6	18	3.89	1.18	5	1	4
7	279	3.75	1.01	5	1	4
8	172	4.05	1	5	1	4
9	225	3.91	1.06	5	1	4
10	71	3.97	0.84	5	2	4
11	166	3.93	1.04	5	1	4
12	205	4.39	0.83	5	1	5
13	141	3.37	1.03	5	1	4
14	140	3.96	1.01	5	1	4
15	231	3.77	0.97	5	1	4
16	30	3.2	1.06	5	1	3
17	68	3.09	1.19	5	1	3
18	9	2.67	1.32	5	1	3
19	41	4.1	1.09	5	1	4
20	56	3.3	1.23	5	1	4
21	65	2.8	1.09	5	1	3
22	241	4.17	0.98	5	1	4
23	142	4.12	0.82	5	2	4
24	139	3.44	1.03	5	1	4
25	223	3.45	1.03	5	1	4
26	53	3.43	0.87	5	1	3
27	41	3.2	1.08	5	1	3
28	210	3.91	0.8	5	2	4
29	96	2.7	1.05	5	1	3
30	31	3.97	0.84	5	1	4
31	118	3.61	0.92	5	1	4
32	62	3.85	1.07	5	1	4
33	76	3.51	1.11	5	1	4
34	3	3.67	1.53	5	2	4
35	9	2.11	1.45	5	1	2
36	10	2.4	0.84	4	1	2
37	7	2.29	1.11	4	1	2
38	76	2.89	1.03	5	1	3
39	64	3.25	1.1	5	1	3
40	43	2.98	1.12	5	1	3
41	27	3	1.27	5	1	3
42	108	3.81	1.15	5	1	4
43	29	2.97	0.87	5	1	3
44	69	3.36	0.98	5	1	3
45	65	4	0.9	5	1	4
46	26	3.62	0.9	5	1	4
47	97	3.57	1.12	5	1	4
48	93	4.03	1.03	5	1	4
49	57	3.32	0.87	5	1	3
50	430	4.33	0.88	5	1	5
51	57	3.53	1.1	5	1	4
52	71	3.82	0.88	5	1	4
53	99	2.98	1.35	5	1	3
54	70	3.29	0.85	5	1	3
55	119	3.63	1.06	5	1	4
56	294	4.07	1.14	5	1	4
57	28	4.11	0.92	5	2	4
58	135	3.67	0.84	5	1	4
59	67	4.07	1.06	5	1	4
60	37	3.89	1.1	5	1	4
