"userID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	44	4.2	0.7	5	3	4
2	97	3.74	1.05	5	1	4
3	43	3.88	0.98	5	1	4
4	15	4	1.2	5	1	4
5	149	3.16	1.17	5	1	3
6	55	3.96	0.77	5	2	4
7	23	4.3	0.76	5	3	4
8	101	3.88	0.96	5	2	4
9	79	3.84	0.79	5	2	4
10	301	4.13	0.83	5	2	4
11	112	3.27	1.37	5	1	3.5
12	14	3.93	1.21	5	1	4
13	83	3.42	0.83	5	1	3
14	16	3.44	1.36	5	1	4
15	151	3.35	0.81	5	1	4
16	28	2.86	1.24	5	1	3
17	167	4.04	0.82	5	2	4
18	245	3.6	1.4	5	1	4
19	196	3.69	1.07	5	1	4
20	19	4	0.88	5	2	4
21	19	2.63	1.3	5	1	3
22	228	3.09	1.01	5	1	3
23	226	3.35	1.03	5	1	3
24	115	3.94	0.8	5	1	4
25	64	3.83	1.11	5	1	4
26	317	2.99	1.05	5	1	3
27	52	4.29	1.11	5	1	5
28	83	3.82	0.83	5	2	4
29	80	3.64	1.06	5	2	3.5
30	33	3.36	0.96	5	2	3
31	89	3.7	1.04	5	1	4
32	38	3.58	1.03	5	1	4
33	296	3.49	1.03	5	1	4
34	135	3.87	1.07	5	1	4
35	145	3.48	1.05	5	1	4
36	273	4.22	0.77	5	1	4
37	39	3.87	1.4	5	1	4
38	74	3.53	0.85	5	1	4
39	50	3.6	1.28	5	1	4
40	74	3.34	1.09	5	1	3.5
41	17	3.41	1.66	5	1	4
42	168	3.76	0.75	5	1	4
43	18	4.06	1	5	1	4
44	156	3.52	1.22	5	1	4
45	210	2.97	1.11	5	1	3
46	31	4.35	1.5	5	1	5
47	19	4	0.67	5	3	4
48	444	3.04	0.82	5	1	3
49	84	3.7	0.86	5	1	4
50	37	3.05	0.91	5	1	3
51	32	3.81	0.9	5	1	4
52	64	3.64	1.07	5	1	4
53	523	4.28	0.92	5	1	5
54	29	3.93	0.65	5	2	4
55	20	4.05	0.83	5	3	4
56	53	4.11	0.99	5	1	4
57	50	2.88	1.39	5	1	3
58	329	4.03	0.95	5	1	4
59	171	3.51	0.84	5	1	4
60	59	3.41	1.34	5	1	3
61	28	2.64	1.1	4	1	3
62	386	3.54	0.86	5	1	4
63	77	3.49	1.28	5	1	4
64	19	4.05	0.91	5	2	4
65	89	4.33	0.86	5	1	5
66	20	3.65	1.46	5	1	4
67	46	4.39	0.65	5	3	4
68	55	3.73	1.38	5	1	4
69	43	4.19	1.01	5	1	4
70	42	3.69	1.26	5	1	4
71	22	3.77	0.81	5	2	4
72	35	3.69	1.23	5	1	4
73	198	3.34	1.02	5	1	3
74	36	4.06	1.09	5	1	4
75	141	4.01	1.04	5	1	4
76	59	4.19	0.82	5	2	4
77	28	2.93	1.18	5	1	3
78	106	3.69	0.9	5	1	4
79	26	3.69	1.19	5	1	4
80	40	3.83	0.96	5	2	4
81	70	4.43	1.04	5	1	5
82	98	4.06	0.74	5	2	4
83	75	3.53	1.35	5	1	4
84	26	3.81	1.44	5	1	4
85	28	2.86	1.11	5	1	3
86	36	4.31	0.92	5	1	4.5
87	42	2.74	1.84	5	1	2
88	54	4.26	0.89	5	1	4
89	15	2.8	1.78	5	1	4
