"userID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	201	3.61	1.22	5	1	4
2	51	3.78	0.97	5	1	4
3	42	2.88	1.17	5	1	3
4	14	4.43	0.76	5	3	5
5	121	2.99	1.39	5	1	3
6	149	3.64	1.05	5	1	4
7	286	3.91	1.09	5	1	4
8	41	3.68	1.21	5	1	4
9	19	4.26	0.99	5	1	4
10	134	4.19	0.59	5	3	4
11	133	3.38	0.94	5	1	3
12	37	4.46	0.61	5	3	5
13	469	3.08	1.43	5	1	3
14	74	4.03	1.11	5	1	4
15	74	2.86	1.35	5	1	3
16	102	4.33	1.05	5	1	5
17	26	3.04	1.15	5	1	3
18	217	3.91	0.87	5	2	4
19	14	3.5	0.94	5	2	3.5
20	36	3.17	1.16	5	1	3
21	133	2.72	1.31	5	1	3
22	93	3.48	1.46	5	1	4
23	109	3.6	0.89	5	1	4
24	51	4.37	0.82	5	2	5
25	61	4.03	0.6	5	2	4
26	87	2.98	0.82	5	1	3
27	20	3.25	0.97	5	2	3
28	60	3.7	0.98	5	1	4
29	27	3.59	0.93	5	2	4
30	31	3.77	0.88	5	2	4
31	29	3.86	0.95	5	2	4
32	35	3.31	0.9	5	1	3
33	17	3.53	0.51	4	3	4
34	16	4.06	1.44	5	1	5
35	15	3.13	0.92	5	2	3
36	18	4	1.19	5	1	4
37	45	3.69	0.97	5	2	4
38	83	3.73	1.59	5	1	5
39	18	3.67	0.91	5	2	4
40	26	2.88	1.07	4	1	3
41	42	3.86	0.78	5	2	4
42	148	3.7	1.03	5	1	4
43	167	3.71	1.01	5	1	4
44	117	3.62	0.99	5	1	4
45	36	3.56	0.91	5	2	4
46	16	4.06	0.93	5	2	4
47	15	3.47	0.99	5	2	4
48	51	3.67	1.07	5	1	4
49	173	2.64	1.27	5	1	2
50	18	3.44	1.38	5	1	3.5
51	17	3.71	1.36	5	1	4
52	40	4.38	0.67	5	3	4
53	23	3.78	0.85	5	2	4
54	54	3.72	1.19	5	1	4
55	18	3.11	1.49	5	1	3
56	142	3.7	0.84	5	1	4
57	78	3.49	1.09	5	1	3
58	123	3.76	1.24	5	1	4
59	292	3.88	1.08	5	1	4
60	160	4.1	0.65	5	2	4
61	12	3	1.13	5	1	3
62	175	3.29	1.14	5	1	3
63	73	3.11	0.94	5	1	3
64	134	3.54	0.98	5	1	4
65	62	3.95	0.86	5	1	4
66	25	3.4	1	5	1	4
67	23	3.7	0.97	5	1	4
68	29	3	1.71	5	1	3
69	46	3.7	1.13	5	1	4
70	103	3.57	0.82	5	1	4
71	33	3.85	1.03	5	1	4
72	95	3.85	1.01	5	1	4
73	52	3.77	1.18	5	1	4
74	29	3.72	0.75	5	2	4
75	58	3.24	1.38	5	1	3.5
76	63	3.49	1.13	5	1	4
77	51	3.49	1.22	5	1	3
78	19	3.37	1.34	5	1	4
79	41	3.98	1.06	5	2	4
80	23	3.87	1.1	5	1	4
81	48	3.35	1.12	5	1	3
82	115	3.1	1.22	5	1	3
83	113	3.47	1.07	5	1	4
84	55	3.85	0.83	5	2	4
85	216	3.55	0.82	5	1	4
86	17	3.29	1.05	5	1	3
87	165	3.84	0.9	5	1	4
88	14	3.93	1	5	2	4
89	55	4.11	1.03	5	1	4
90	223	4.26	0.89	5	1	5
91	77	3.95	1	5	1	4
92	301	3.26	0.98	5	1	3
93	16	3.5	0.97	5	2	4
94	311	3.67	1.02	5	1	4
95	210	3.38	1.17	5	1	3
96	44	4.3	0.9	5	1	4.5
97	47	4.21	1.04	5	1	5
98	20	3.7	1.26	5	1	3.5
99	96	3.48	1.11	5	1	4
100	47	3	1.1	5	1	3
101	51	2.8	0.85	4	1	3
102	162	2.69	0.72	4	1	3
103	21	3.62	1.02	5	1	4
104	82	2.7	1.16	5	1	3
105	21	3.48	1.08	5	2	4
106	47	3.74	0.67	5	2	4
107	15	2.93	1.39	5	1	3
108	27	3.48	0.89	5	2	3
109	177	3.46	1.11	5	1	3
110	109	3	0.89	5	1	3
111	17	3.59	1	5	2	4
112	38	3.63	1.15	5	1	4
113	36	3.86	1.05	5	1	4
114	37	3.65	0.98	5	2	4
115	71	4.07	1.07	5	1	4
116	107	3.01	0.98	5	1	3
117	71	4.04	0.98	5	1	4
118	54	4.69	0.64	5	2	5
119	133	3.96	0.99	5	1	4
120	21	3.62	1.07	5	2	4
121	53	3.68	1.33	5	1	4
122	47	3.87	0.97	5	1	4
123	39	3.74	1.16	5	1	4
124	18	3.56	1.04	5	1	4
125	134	3.49	1.28	5	1	3
126	37	3.57	1.24	5	1	4
127	15	3.93	1.58	5	1	5
128	145	3.72	1.02	5	1	4
129	22	2.64	1.22	5	1	2.5
130	271	4.01	0.98	5	1	4
131	26	4.04	1.08	5	1	4
132	21	3.76	0.7	5	3	4
133	16	3	0.97	5	1	3
134	18	3.39	1.09	5	2	3.5
135	43	3.42	0.76	5	1	4
136	28	4.36	0.73	5	2	4
137	36	4.39	1.05	5	1	5
138	38	4.37	0.59	5	3	4
139	12	4.08	1	5	2	4
140	15	3.4	0.91	5	2	3
141	83	3.47	1.32	5	1	4
142	22	3.64	1.18	5	1	4
143	12	3.92	1	5	2	4
144	139	3.69	0.91	5	1	4
145	242	3.4	1.29	5	1	4
146	18	3.72	1.02	5	1	4
147	14	4.07	0.92	5	2	4
148	47	4.13	1.24	5	1	5
149	27	2.89	1.05	5	1	3
150	23	3.74	1.05	5	1	4
151	231	3.97	1.01	5	1	4
152	83	4.24	1.02	5	1	5
153	17	3.24	1.6	5	1	3
154	37	3.95	0.94	5	2	4
155	14	2.64	0.93	5	2	2
156	31	3.71	0.74	5	2	4
157	37	3.78	1.36	5	1	4
158	136	3.81	1	5	1	4
159	69	3.59	1.29	5	1	4
160	88	3.9	1.05	5	1	4
161	39	2.64	1.2	5	1	2
162	29	3.45	0.83	5	2	3
163	17	3.29	0.92	5	1	3
164	47	4	1.04	5	2	4
165	19	4.11	0.81	5	3	4
166	16	3.5	1.46	5	1	4
167	54	3.2	1.46	5	1	3.5
168	54	3.35	1.38	5	1	4
169	29	4.1	0.86	5	3	4
170	16	3.94	0.93	5	3	4
171	26	3.58	0.64	5	2	4
172	20	3.3	0.86	5	1	3
173	33	4.18	0.88	5	1	4
174	139	3.59	1.57	5	1	4
175	29	3.59	1.21	5	1	4
176	45	3.87	0.89	5	2	4
177	86	3.63	1.03	5	1	4
178	210	3.67	0.97	5	1	4
179	31	2.9	1.66	5	1	3
180	44	4.05	1.29	5	1	5
181	330	1.51	0.85	5	1	1
182	17	3.88	0.99	5	2	4
183	40	3.17	0.93	5	1	3
184	193	3.7	0.82	5	1	4
185	26	4.12	0.43	5	3	4
186	65	3.46	1.2	5	1	4
187	43	4.14	0.91	5	1	4
188	85	3.8	0.95	5	1	4
189	134	3.93	1.12	5	1	4
190	38	3.29	1.01	5	1	3
191	23	3.7	0.82	5	2	4
192	27	3.44	1.12	5	1	4
193	93	3.2	1.12	5	1	3
194	241	2.99	1.04	5	1	3
195	73	3.29	1.1	5	1	3
196	33	3.61	1.03	5	1	4
197	89	3.31	1.27	5	1	3
198	137	3.3	0.96	5	1	3
199	35	2.97	1.56	5	1	3
200	174	3.98	0.87	5	2	4
201	292	3.02	1.08	5	1	3
202	14	2.64	1.45	5	1	3
203	31	3.23	1.09	5	1	3
204	33	3.52	1.35	5	1	4
205	18	3	0.97	4	1	3
206	51	2.22	1.47	5	1	1
207	168	3.26	0.8	5	1	3
208	22	3.77	1.02	5	1	4
209	26	3.23	1.31	5	1	3
210	92	4.16	0.79	5	2	4
211	21	3.19	1.25	5	1	3
212	14	3.93	1.27	5	1	4
213	95	4.25	0.85	5	1	4
214	95	3.92	0.82	5	2	4
215	74	3.77	0.91	5	2	4
216	96	3.77	0.97	5	1	4
217	55	3	1.39	5	1	3
218	40	3.58	0.75	5	2	3
219	21	3.48	1.72	5	1	4
220	16	3.75	1	5	1	4
221	116	3.57	0.92	5	1	4
222	292	3.11	1.16	5	1	3
223	75	3.03	1.33	5	1	3
224	111	3	1.1	5	1	3
225	19	4.37	0.96	5	2	5
226	42	3.79	0.9	5	1	4
227	44	3.52	1.13	5	1	4
228	13	2.69	1.38	5	1	3
229	21	2.62	1.4	5	1	2
230	106	3.89	1.16	5	1	4
231	17	3.59	0.94	5	1	4
232	69	3.88	0.95	5	1	4
233	78	4.36	0.81	5	2	5
234	360	3.08	0.92	5	1	3
235	74	3.92	0.84	5	1	4
236	102	3.48	1.16	5	1	4
237	38	4.11	0.73	5	2	4
238	22	3.23	0.92	5	1	3
239	119	4.24	1.22	5	1	5
240	18	3.56	1.42	5	1	3.5
241	17	3.41	0.94	5	2	3
242	15	4.6	0.74	5	3	5
243	61	3.69	0.79	5	2	4
244	177	3.65	1.03	5	1	4
245	20	3.25	1.16	5	1	3.5
246	147	2.87	1.34	5	1	3
247	20	3.85	0.93	5	2	4
248	43	3.47	1.22	5	1	3
249	127	4.07	0.9	5	1	4
250	93	3.78	1.07	5	1	4
251	59	3.75	0.98	5	2	4
252	12	4.17	0.72	5	3	4
253	73	3.89	0.92	5	2	4
254	124	3.06	1.02	5	1	3
255	66	2.62	1.29	5	1	2.5
256	151	3.93	0.99	5	1	4
257	41	3.98	0.99	5	2	4
258	19	3.63	1.46	5	1	4
259	41	3.85	0.76	5	2	4
260	20	3.95	1.19	5	1	4
261	17	4	1	5	2	4
262	120	3.11	0.82	5	1	3
263	97	4.01	1.02	5	1	4
264	93	4.09	1.07	5	1	4
265	31	3.61	1.2	5	1	4
266	17	3.18	1.19	5	1	3
267	142	3.88	0.87	5	1	4
268	248	2.93	1.09	5	1	3
269	246	2.97	1.39	5	1	3
270	101	4.32	1	5	1	5
271	210	3.63	0.97	5	1	4
272	33	4.21	1.02	5	1	4
273	17	3.76	0.66	5	3	4
274	55	4	0.98	5	1	4
275	69	3.12	0.63	4	2	3
276	387	3.48	1.03	5	1	4
277	40	3.48	0.88	5	1	4
278	18	4.39	0.92	5	2	5
279	336	3.33	1.19	5	1	4
280	196	3.56	1.03	5	1	3
281	15	3.47	0.99	5	1	3
282	14	3.29	1.14	5	1	3
283	41	4.1	0.89	5	2	4
284	39	3.54	0.76	5	2	3
285	20	3.7	0.92	5	2	4
286	214	3.67	1.13	5	1	4
287	41	4.12	1.1	5	1	4
288	58	3.78	1.24	5	1	4
289	20	2.9	0.97	4	1	3
290	117	3.37	0.9	5	1	3
291	227	3.66	1.06	5	1	4
292	90	4.17	0.75	5	3	4
293	281	3.06	1.05	5	1	3
294	117	3.41	0.98	5	1	3
295	166	4.26	0.77	5	1	4
296	113	4.16	1.2	5	1	5
297	141	3.52	1.02	5	1	4
298	92	4.1	0.81	5	2	4
299	213	3.46	0.92	5	1	4
300	10	3.8	1.03	5	1	4
301	200	3.45	1.02	5	1	4
302	16	2.5	0.97	4	1	2
303	354	3.36	1.22	5	1	4
304	22	3.36	0.9	5	1	3
305	165	3.36	1.09	5	1	3
306	16	3.62	1.2	5	1	4
307	86	3.87	1	5	1	4
308	302	3.72	0.76	5	1	4
309	20	3.5	1.05	5	2	3.5
310	19	3.84	1.46	5	1	4
311	227	3.8	0.85	5	1	4
312	168	4.4	0.92	5	1	5
313	205	3.58	0.99	5	1	4
314	185	3.7	1.13	5	1	4
315	60	4.05	0.87	5	1	4
316	58	3.33	1.44	5	1	4
317	14	3.71	0.83	5	2	4
318	129	3.65	1.06	5	1	4
319	20	3.5	0.83	5	2	3.5
320	123	3.69	0.86	5	1	4
321	94	3.65	0.71	5	2	4
322	39	4.21	0.89	5	2	4
323	66	3.62	0.89	5	2	4
324	51	4.33	0.84	5	1	5
325	109	3.33	1.11	5	1	3
326	144	3.31	1.23	5	1	3
327	210	3.3	0.93	5	1	4
328	205	3.45	0.9	5	1	3
329	49	3.29	0.87	5	2	3
330	110	4.48	0.75	5	2	5
331	53	3.6	1.08	5	1	4
332	134	4.17	0.91	5	2	4
333	16	3.75	1.13	5	1	4
334	249	3.53	0.94	5	1	4
335	16	3.5	1.32	5	1	4
336	99	2.95	1.25	5	1	3
337	22	3.95	1.13	5	1	4
338	52	4.12	0.81	5	2	4
339	191	3.96	0.94	5	1	4
340	34	4.03	1.22	5	1	4
341	16	3.56	1.09	5	1	4
342	153	3.4	1.33	5	1	4
343	173	3.93	1.09	5	1	4
344	142	3.72	1.05	5	1	4
345	171	3.6	0.92	5	1	4
346	145	3.3	1.14	5	1	3
347	149	3.56	1.3	5	1	4
348	45	3.98	0.62	5	3	4
349	32	3.09	1.15	5	1	3
350	40	4.38	0.81	5	2	5
351	35	4.17	0.98	5	1	4
352	31	3.65	1.28	5	1	4
353	17	3.18	1.29	5	1	3
354	171	3.73	0.87	5	2	4
355	20	4.05	0.51	5	3	4
356	18	3.39	1.2	5	1	3.5
357	56	4.09	0.96	5	2	4
358	30	3.7	1.15	5	1	4
359	19	3.95	0.78	5	3	4
360	82	3.9	0.86	5	2	4
361	94	3.78	1.01	5	1	4
362	16	3.44	1.55	5	1	4
363	224	3.04	1.3	5	1	3
364	17	3.47	1.18	5	1	4
365	46	3.41	1.15	5	1	4
366	23	4.3	1.15	5	1	5
367	35	4.14	0.81	5	2	4
368	33	3.33	1.14	5	1	3
369	17	3.82	1.07	5	2	4
370	57	3.74	0.9	5	1	4
371	40	4.1	0.84	5	2	4
372	47	4.28	0.71	5	2	4
373	175	3.77	0.99	5	1	4
374	200	3.26	1.32	5	1	3
375	21	3.67	0.91	5	2	4
376	21	3.76	0.7	5	3	4
377	27	3.78	0.93	5	2	4
378	272	3.42	0.81	5	1	3
379	153	3.99	0.96	5	1	4
380	125	3.19	0.9	5	1	3
381	98	3.84	1.09	5	1	4
382	45	3.42	1.03	5	1	3
383	58	4.29	0.9	5	2	5
384	16	4.25	0.58	5	3	4
385	211	3.32	1.16	5	1	3
386	18	3.72	0.89	5	2	4
387	239	3.38	1.2	5	1	3
388	38	4.29	0.73	5	3	4
389	212	3.71	1.02	5	1	4
390	25	3.72	1.17	5	1	4
