"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	353	3.88	0.93	5	1	4
2	103	3.23	0.94	5	1	3
3	62	3.05	1.22	5	1	3
4	165	3.59	0.96	5	1	4
5	64	3.28	0.88	5	1	3
6	20	3.4	1.35	5	1	4
7	312	3.81	0.98	5	1	4
8	167	4.06	0.96	5	1	4
9	227	3.91	1.05	5	1	4
10	70	3.91	1	5	1	4
11	179	3.84	1.08	5	1	4
12	191	4.34	0.83	5	1	5
13	144	3.47	1.04	5	1	4
14	136	3.99	1	5	1	4
15	214	3.73	0.99	5	1	4
16	31	3.1	1.11	5	1	3
17	65	3.05	1.26	5	1	3
18	6	3	1.55	5	1	3
19	44	3.82	1.04	5	1	4
20	57	3.37	1.26	5	1	4
21	67	2.78	1.01	5	1	3
22	209	4.14	0.99	5	1	4
23	138	4.09	0.89	5	2	4
24	134	3.46	1	5	1	4
25	206	3.44	1.03	5	1	4
26	52	3.46	0.9	5	1	3
27	41	3.05	1.12	5	1	3
28	225	3.92	0.82	5	2	4
29	89	2.62	1.05	5	1	3
30	28	4.04	0.92	5	1	4
31	118	3.68	0.85	5	1	4
32	57	3.81	1.09	5	1	4
33	74	3.5	1.01	5	1	4
34	6	2.83	1.47	5	1	2.5
35	8	1.88	1.36	5	1	1.5
36	10	2.2	0.92	4	1	2
37	7	2.29	1.11	4	1	2
38	94	3.1	1.05	5	1	3
39	71	3.21	1.04	5	1	3
40	45	2.98	1.03	5	1	3
41	30	3.13	1.2	5	1	3
42	116	3.78	1.08	5	1	4
43	32	2.94	0.88	5	1	3
44	56	3.32	1.06	5	1	3
45	56	4.05	0.84	5	2	4
46	18	3.33	1.03	5	1	3
47	103	3.58	1.06	5	1	4
48	89	4.11	0.96	5	1	4
49	51	3.29	0.88	5	1	3
50	432	4.41	0.84	5	1	5
51	69	3.48	1.09	5	1	4
52	67	3.87	0.89	5	2	4
53	92	2.98	1.28	5	1	3
54	68	3.26	0.82	5	1	3
55	114	3.78	0.98	5	1	4
56	304	4	1.19	5	1	4
57	31	3.87	1.23	5	1	4
58	130	3.7	0.81	5	1	4
59	58	4.1	0.89	5	1	4
60	55	4.11	1.07	5	1	4
61	44	3.98	0.95	5	1	4
62	99	3.3	0.99	5	1	3
63	64	3.06	0.99	5	1	3
64	217	4.43	0.79	5	1	5
65	79	3.56	0.96	5	1	4
66	122	3.55	0.97	5	1	4
67	80	2.94	1.28	5	1	3
68	106	3.37	1.12	5	1	3
69	246	3.83	1.11	5	1	4
70	192	3.66	0.9	5	1	4
71	152	3.78	1.03	5	1	4
72	98	3.17	0.98	5	1	3
73	90	3.44	0.84	5	1	3
74	6	3.17	1.47	5	1	3.5
75	3	3.33	1.15	4	2	4
76	39	3.36	0.87	5	1	4
77	115	3.3	0.93	5	1	3
78	26	2.46	1.17	5	1	2.5
79	259	4.02	0.8	5	1	4
80	46	2.8	1.07	5	1	3
81	81	3.6	1.13	5	1	4
82	197	3.66	1.03	5	1	4
83	125	4.06	0.85	5	1	4
84	10	2.9	1.2	5	1	3
85	49	3.02	1.09	5	1	3
86	116	3.95	0.97	5	1	4
87	100	3.93	0.99	5	1	4
88	154	3.52	1.01	5	1	4
89	209	4.18	0.88	5	1	4
90	73	2.99	1.05	5	1	3
91	111	3.59	1.08	5	1	4
92	83	3.61	0.91	5	1	4
93	84	3.74	1.04	5	1	4
94	110	3.09	1.07	5	1	3
95	168	3.83	0.95	5	1	4
96	221	4.03	0.96	5	1	4
97	195	3.82	1	5	1	4
98	299	4.3	0.83	5	1	4
99	140	3.75	0.92	5	1	4
100	387	4.13	0.99	5	1	4
101	61	3.33	1.14	5	1	3
102	42	3.1	1.16	5	1	3
103	11	1.64	0.81	3	1	1
104	3	1.67	1.15	3	1	1
105	58	2.57	0.96	5	1	3
106	50	2.98	1.06	5	1	3
107	33	3.45	1.18	5	1	4
108	49	2.98	1.16	5	1	3
109	98	3.36	1.12	5	1	3
110	26	2.38	1.06	4	1	2.5
111	206	3.49	0.96	5	1	4
112	13	2.38	1.12	4	1	3
113	5	4.4	0.55	5	4	4
114	48	4.56	0.62	5	3	5
115	15	3.73	1.22	5	1	4
116	93	3.87	1.08	5	1	4
117	277	3.68	1.01	5	1	4
118	209	3.2	1.12	5	1	3
119	4	4.5	1	5	3	5
120	52	2.31	1.15	5	1	2
121	328	3.37	1.14	5	1	4
122	78	2.29	1.06	5	1	2
123	95	3.31	0.98	5	1	3
124	142	4.05	0.97	5	1	4
125	176	3.54	0.98	5	1	4
126	78	3.76	1.05	5	1	4
127	283	4.31	0.9	5	1	5
128	51	3.53	1.06	5	1	4
129	105	3.85	0.96	5	1	4
130	18	2.39	1.38	5	1	2
131	68	3.84	1	5	1	4
132	192	4.18	0.87	5	2	4
133	123	3.93	1.04	5	1	4
134	148	4.28	0.86	5	2	5
135	204	3.99	1.02	5	1	4
136	77	4.09	0.98	5	1	4
137	131	3.94	1.03	5	1	4
138	14	2.57	1.5	5	1	2.5
139	36	2.81	0.92	5	1	3
140	48	3.23	1.15	5	1	3
141	61	3.51	0.67	5	2	4
142	45	3.13	1.04	5	1	3
143	183	3.7	1.19	5	1	4
144	182	3.89	0.9	5	1	4
145	49	2.63	1.09	5	1	3
146	5	2	1	3	1	2
147	141	3.48	1.11	5	1	4
148	101	3.18	1.02	5	1	3
149	19	2.95	1.22	5	1	3
150	125	3.75	1.1	5	1	4
151	256	3.68	1.04	5	1	4
152	69	3.71	0.96	5	1	4
153	198	3.79	0.95	5	1	4
154	125	3.82	0.97	5	1	4
155	77	3.17	1.13	5	1	3
156	119	4.03	0.98	5	1	4
157	100	3.65	1.01	5	1	4
158	42	2.57	0.99	5	1	2.5
159	76	3.34	0.87	5	1	3
160	49	3.45	1.02	5	1	4
161	168	3.54	1.06	5	1	4
162	88	3.52	1.05	5	1	3
163	69	3.52	0.99	5	1	4
164	116	3.61	0.91	5	1	4
165	48	4.08	0.92	5	1	4
166	47	4.21	0.75	5	3	4
167	55	2.91	0.93	5	1	3
168	245	4.07	0.95	5	1	4
169	95	4.49	0.8	5	1	5
170	85	4.18	0.94	5	1	4
171	39	4.13	0.83	5	2	4
172	271	4.27	0.88	5	1	4
173	244	4.2	0.98	5	1	4
174	333	4.31	0.88	5	1	5
175	155	3.79	1.11	5	1	4
176	225	3.95	0.94	5	1	4
177	102	3.92	0.86	5	1	4
178	95	4.4	0.67	5	3	5
179	175	3.9	1.19	5	1	4
180	162	4.09	0.97	5	1	4
181	384	3.98	0.94	5	1	4
182	168	3.99	0.93	5	1	4
183	227	4.05	0.92	5	1	4
184	87	3.46	1.11	5	1	4
185	190	4.13	0.89	5	1	4
186	188	3.76	0.91	5	1	4
187	156	4.2	0.95	5	1	4
188	135	3.69	0.98	5	1	4
189	56	4.14	0.92	5	1	4
190	93	4.14	0.92	5	1	4
191	209	4.18	0.8	5	1	4
192	88	4.12	0.96	5	1	4
193	121	3.93	0.78	5	2	4
194	184	4.05	0.84	5	1	4
195	227	3.92	0.99	5	1	4
196	192	3.93	0.9	5	1	4
197	183	4.16	0.86	5	1	4
198	97	4.06	0.84	5	1	4
199	122	4.2	0.81	5	1	4
200	161	3.84	0.98	5	1	4
201	69	3.59	1.15	5	1	4
202	216	3.76	0.95	5	1	4
203	146	3.82	0.95	5	1	4
204	251	3.84	0.9	5	1	4
205	104	4.04	0.94	5	1	4
206	39	3.31	1.17	5	1	4
207	50	3.74	1.05	5	1	4
208	140	3.99	0.88	5	2	4
209	148	3.91	0.99	5	1	4
210	245	3.91	0.87	5	1	4
211	167	3.91	0.92	5	1	4
212	73	3.4	1.27	5	1	4
213	105	4.09	0.86	5	2	4
214	78	3.4	1.18	5	1	3
215	168	3.69	1.08	5	1	4
216	220	3.89	0.9	5	1	4
217	96	3.19	1.09	5	1	3
218	133	3.46	0.9	5	1	3
219	98	3.16	1.34	5	1	3
220	52	3.33	1.13	5	1	3
221	60	3.77	1.11	5	1	4
222	262	3.67	0.93	5	1	4
223	102	4.17	0.83	5	1	4
224	31	3.68	1.17	5	1	4
225	79	2.94	1.05	5	1	3
226	126	3.43	0.94	5	1	3
227	118	3.31	1.03	5	1	3
228	191	3.8	0.97	5	1	4
229	134	3.07	0.96	5	1	3
230	158	3.43	1.03	5	1	3.5
231	111	2.72	1	5	1	3
232	73	3.16	0.9	5	1	3
233	90	3.2	1.04	5	1	3
234	208	3.86	0.94	5	1	4
235	154	2.76	1.15	5	1	3
236	38	3.68	1.02	5	1	4
237	288	3.7	0.91	5	1	4
238	199	3.81	1.03	5	1	4
239	109	3.49	0.91	5	1	3
240	118	2.82	1.23	5	1	3
241	91	3.56	0.95	5	1	4
242	92	3.96	1	5	1	4
243	102	2.44	1.22	5	1	2
244	35	3.31	0.96	5	1	3
245	188	3.07	0.96	5	1	3
246	202	3.77	1.05	5	1	4
247	4	2	2	5	1	1
248	123	3.67	0.95	5	1	4
249	99	3.29	1.15	5	1	3
250	152	3.45	1.11	5	1	4
251	37	4.41	0.8	5	2	5
252	108	2.93	1.02	5	1	3
253	19	3.47	1.43	5	1	3
254	46	2.3	0.99	4	1	2
255	129	3.33	1.09	5	1	3
256	15	3.6	1.12	5	1	4
257	235	3.73	0.93	5	1	4
258	387	3.81	1.01	5	1	4
259	121	2.73	1.16	5	1	3
260	94	2.59	1.26	5	1	2
261	35	2.57	1.4	5	1	3
262	46	3.61	1.2	5	1	4
263	13	1.92	1.32	5	1	1
264	78	2.67	0.94	5	1	3
265	178	3.88	0.87	5	1	4
266	33	2.73	1.48	5	1	3
269	236	3.86	0.97	5	1	4
270	112	3.63	0.94	5	1	4
271	160	3.21	1.22	5	1	3
272	147	4.27	0.81	5	2	4
273	168	3.58	0.98	5	1	4
274	138	3.5	0.98	5	1	4
275	207	4	0.89	5	1	4
276	231	3.69	1.14	5	1	4
277	55	3.53	1.05	5	1	4
278	46	3.22	1.15	5	1	3
279	21	3.29	1.27	5	1	4
280	65	3.26	1.09	5	1	3
281	113	3.13	0.89	5	1	3
282	169	3.71	0.93	5	1	4
283	137	3.72	1.01	5	1	4
