"userID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	205	3.6	1.27	5	1	4
2	48	3.81	0.94	5	1	4
3	39	2.9	1.23	5	1	3
4	22	4.27	0.94	5	2	5
5	128	2.95	1.37	5	1	3
6	163	3.61	1.07	5	1	4
7	291	3.97	1.08	5	1	4
8	47	3.98	1.15	5	1	4
9	16	4.31	0.6	5	3	4
10	130	4.18	0.59	5	3	4
11	128	3.5	0.92	5	1	3
12	40	4.35	0.83	5	1	4.5
13	488	3.1	1.42	5	1	3
14	76	4.17	1.05	5	1	4
15	76	2.71	1.36	5	1	3
16	103	4.34	1.05	5	1	5
17	22	2.86	1.21	5	1	3
18	210	3.9	0.85	5	2	4
19	16	3.62	0.72	5	2	4
20	38	3.18	1.16	5	1	3
21	136	2.68	1.34	5	1	3
22	92	3.29	1.52	5	1	4
23	106	3.62	0.93	5	1	4
24	52	4.37	0.82	5	2	5
25	60	4.08	0.59	5	2	4
26	85	2.98	0.91	5	1	3
27	18	3.28	0.89	5	2	3
28	54	3.59	0.94	5	2	4
29	24	3.5	0.88	5	2	4
30	36	3.75	1.05	5	1	4
31	27	4.04	0.9	5	2	4
32	30	3.27	0.87	5	1	3
33	19	3.74	0.56	5	3	4
34	13	4	1.41	5	1	5
35	17	3.12	0.93	5	2	3
36	18	3.94	1.26	5	1	4
37	42	3.74	0.91	5	1	4
38	90	3.81	1.52	5	1	5
39	12	3.92	0.67	5	3	4
40	26	2.77	0.99	4	1	3
41	38	3.76	0.71	5	2	4
42	144	3.75	1.04	5	1	4
43	178	3.68	0.98	5	1	4
44	116	3.64	1.02	5	1	4
45	31	3.55	0.85	5	2	4
46	15	4.2	1.01	5	2	4
47	20	3.45	0.89	5	2	3.5
48	57	3.81	1.09	5	1	4
49	155	2.58	1.25	5	1	2
50	20	3.6	1.39	5	1	4
51	16	3.44	1.09	5	1	3
52	42	4.19	0.77	5	2	4
53	21	3.76	0.94	5	2	4
54	50	3.56	1.15	5	1	4
55	15	3.07	1.67	5	1	3
56	148	3.67	0.92	5	1	4
57	76	3.45	1.04	5	1	3
58	115	3.83	1.22	5	1	4
59	287	3.9	1.1	5	1	4
60	162	4.09	0.61	5	2	4
61	19	2.74	1.1	5	1	3
62	179	3.31	1.09	5	1	4
63	70	3.1	0.97	5	1	3
64	140	3.51	1.06	5	1	4
65	63	3.9	0.93	5	1	4
66	32	3.47	1.11	5	1	4
67	20	4	0.73	5	3	4
68	27	2.85	1.63	5	1	3
