"userID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	203	3.66	1.21	5	1	4
2	47	3.77	1.03	5	1	4
3	39	2.72	1.26	5	1	3
4	18	4.33	0.97	5	2	5
5	133	2.82	1.38	5	1	3
6	165	3.61	1.09	5	1	4
7	299	4.03	1.02	5	1	4
8	45	3.69	1.31	5	1	4
9	18	4.28	1.02	5	1	4.5
10	138	4.2	0.59	5	3	4
11	143	3.47	0.96	5	1	3
12	42	4.38	0.82	5	1	5
13	463	3.08	1.4	5	1	3
14	78	4.01	1.05	5	1	4
15	75	2.77	1.36	5	1	3
16	102	4.32	1.07	5	1	5
17	20	3.25	0.97	5	1	3
18	201	3.92	0.84	5	2	4
19	14	3.57	0.76	5	2	4
20	32	3.06	1.16	5	1	3
21	137	2.68	1.36	5	1	3
22	101	3.4	1.47	5	1	4
23	106	3.58	0.92	5	1	4
24	52	4.29	0.82	5	2	4.5
25	58	4.09	0.63	5	2	4
26	80	2.86	0.85	5	1	3
27	16	3.25	0.86	5	2	3
28	52	3.65	1.06	5	1	4
29	26	3.58	0.9	5	2	4
30	37	3.7	1.02	5	1	4
31	25	3.92	1.04	5	2	4
32	32	3.31	0.86	5	1	3
33	19	3.68	0.58	5	3	4
34	18	4.17	1.25	5	1	5
35	18	3.11	0.9	5	2	3
36	14	4	1.11	5	2	4
37	44	3.66	1.03	5	1	4
38	93	3.58	1.61	5	1	4
39	19	3.68	0.89	5	2	4
40	25	3	1	4	1	3
41	41	3.78	0.85	5	2	4
42	142	3.8	1.08	5	1	4
43	164	3.66	1.03	5	1	4
44	113	3.69	0.96	5	1	4
45	37	3.49	0.9	5	2	4
46	19	4.16	0.9	5	2	4
47	20	3.65	0.88	5	2	4
48	53	3.77	1.07	5	1	4
49	160	2.71	1.28	5	1	3
50	18	3.44	1.38	5	1	3.5
51	16	3.5	1.26	5	1	3.5
52	46	4.2	0.75	5	2	4
53	21	3.86	0.85	5	2	4
54	47	3.83	1.11	5	1	4
55	16	3.25	1.44	5	1	3
56	158	3.63	0.97	5	1	4
57	77	3.4	1	5	1	3
58	118	3.87	1.2	5	1	4
59	292	3.97	0.99	5	1	4
60	150	4.11	0.64	5	2	4
61	14	2.71	1.33	5	1	2
62	171	3.27	1.14	5	1	3
63	77	3.04	1.02	5	1	3
64	147	3.63	0.94	5	1	4
65	61	3.89	0.93	5	1	4
66	30	3.47	1.14	5	1	4
67	22	3.73	0.94	5	1	4
68	26	3.15	1.62	5	1	3
69	46	3.89	1.02	5	1	4
70	99	3.47	0.84	5	1	3
71	31	3.77	1.06	5	1	4
72	109	3.77	1.02	5	1	4
73	53	3.74	1.11	5	1	4
74	31	3.61	0.72	5	2	4
75	56	3.29	1.3	5	1	4
76	47	3.4	1.17	5	1	3
77	54	3.52	1.19	5	1	3
78	15	3.4	1.3	5	1	4
79	46	4.09	0.96	5	2	4
80	21	3.71	1.15	5	1	4
81	45	3.33	1.04	5	1	3
82	139	3.06	1.24	5	1	3
83	120	3.38	1.12	5	1	4
84	51	3.88	0.79	5	2	4
85	219	3.52	0.8	5	1	4
86	20	3.4	1.19	5	1	3
87	159	3.79	0.88	5	2	4
88	15	3.73	1.28	5	1	4
89	58	4.07	1.11	5	1	4.5
90	219	4.19	0.93	5	1	4
91	75	3.87	1.02	5	1	4
92	290	3.23	0.95	5	1	3
93	18	3.39	1.29	5	1	4
94	311	3.61	1.04	5	1	4
95	217	3.46	1.13	5	1	4
96	41	4.29	0.98	5	1	5
97	37	4	1.25	5	1	5
98	18	3.5	1.38	5	1	3.5
99	94	3.64	1.02	5	1	4
100	48	3.12	1	5	1	3
101	50	2.88	0.87	5	1	3
102	171	2.6	0.76	4	1	3
103	21	3.71	0.96	5	1	4
104	82	2.66	1.2	5	1	3
105	17	3.53	1.01	5	2	4
106	53	3.81	0.71	5	2	4
107	18	3	1.28	5	1	3
108	22	3.64	0.95	5	2	3.5
109	172	3.42	1.13	5	1	3
110	103	3	0.89	5	1	3
111	17	3.53	0.94	5	2	4
112	41	3.68	1.13	5	1	4
113	35	3.71	1.2	5	1	4
114	38	3.63	0.82	5	2	3
115	68	4.07	1.11	5	1	4
116	102	3.02	0.94	5	1	3
117	63	3.92	1.1	5	1	4
