"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	348	3.87	0.93	5	1	4
2	105	3.15	0.94	5	1	3
3	65	3.12	1.19	5	1	3
4	156	3.53	0.93	5	1	4
5	64	3.31	0.96	5	1	3
6	19	3.63	1.26	5	1	4
7	306	3.76	0.99	5	1	4
8	155	4.01	0.99	5	1	4
9	223	3.85	1.01	5	1	4
10	65	3.74	1.06	5	1	4
11	173	3.88	1.05	5	1	4
12	190	4.39	0.82	5	1	5
13	140	3.42	1.01	5	1	3
14	130	3.95	1.05	5	1	4
15	221	3.77	0.99	5	1	4
16	26	3.31	1.09	5	1	3
17	68	3.03	1.11	5	1	3
18	8	2.38	1.06	4	1	2.5
19	54	3.93	1.06	5	1	4
20	54	3.44	1.21	5	1	4
21	65	2.63	0.98	5	1	3
22	225	4.15	0.96	5	1	4
23	136	4.1	0.85	5	2	4
24	132	3.54	1.01	5	1	4
25	220	3.47	1.06	5	1	4
26	54	3.33	0.78	5	2	3
27	43	3.05	1.19	5	1	3
28	212	3.94	0.82	5	2	4
29	85	2.59	1.02	5	1	3
30	27	3.96	0.98	5	1	4
31	106	3.58	0.88	5	1	4
32	60	3.78	0.99	5	1	4
33	71	3.46	1.12	5	1	4
34	5	3	1.58	5	1	3
35	6	2	1.1	4	1	2
36	9	2	0.87	3	1	2
37	4	2.25	0.5	3	2	2
38	89	3.04	1.01	5	1	3
39	68	3.24	1.04	5	1	3
40	41	2.93	1.15	5	1	3
41	24	3.08	1.21	5	1	3
42	115	3.78	1.12	5	1	4
43	31	3	0.97	5	1	3
44	62	3.35	1.03	5	1	4
45	61	4.07	0.93	5	1	4
46	24	3.62	0.77	5	2	4
47	99	3.64	1.09	5	1	4
48	95	4.08	1.03	5	1	4
49	61	3.33	0.94	5	1	3
50	454	4.39	0.85	5	1	5
51	64	3.47	1.08	5	1	4
52	70	3.74	0.93	5	1	4
53	92	2.96	1.33	5	1	3
54	73	3.19	0.78	5	2	3
55	112	3.73	0.97	5	1	4
56	303	4.05	1.12	5	1	4
57	36	4	1.2	5	1	4
58	133	3.69	0.83	5	1	4
59	61	4.07	1.08	5	1	4
60	49	3.96	1.12	5	1	4
61	48	3.77	1.02	5	1	4
62	100	3.13	1	5	1	3
63	61	3.1	0.96	5	1	3
64	221	4.43	0.79	5	1	5
65	92	3.53	0.95	5	1	4
66	113	3.59	0.85	5	1	4
67	81	3.12	1.18	5	1	3
68	103	3.5	1.07	5	1	4
69	243	3.88	1.05	5	1	4
70	202	3.65	0.9	5	1	4
71	166	3.79	0.98	5	1	4
72	92	3.17	0.99	5	1	3
73	99	3.4	0.82	5	1	3
74	6	3.17	1.47	5	1	3.5
75	4	2.75	1.5	4	1	3
76	45	3.36	0.91	5	1	3
77	118	3.27	0.98	5	1	3
78	27	2.59	1.15	5	1	3
79	248	4.04	0.82	5	1	4
80	57	2.84	1.01	5	1	3
81	83	3.52	1.13	5	1	4
82	195	3.65	1.02	5	1	4
83	131	4.15	0.8	5	1	4
84	13	3.31	0.85	5	2	3
85	45	3.02	1.06	5	1	3
86	110	3.98	1	5	1	4
87	102	3.97	0.88	5	1	4
88	147	3.52	1.09	5	1	4
89	212	4.16	0.88	5	1	4
90	72	2.99	1.08	5	1	3
91	117	3.52	1.13	5	1	4
92	68	3.65	0.99	5	1	4
93	91	3.78	1.06	5	1	4
94	102	3.17	1.05	5	1	3
95	167	3.85	0.9	5	1	4
96	216	3.99	0.97	5	1	4
97	195	3.87	1.02	5	1	4
98	300	4.31	0.82	5	1	4
99	127	3.7	0.9	5	1	4
100	387	4.16	0.97	5	1	4
101	55	3.22	1.2	5	1	3
102	43	3.07	1.12	5	1	3
103	10	2	0.94	3	1	2
104	2	2	1.41	3	1	2
