"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	1563	4.15	0.84	5	1	4
2	526	3.21	0.98	5	1	3
3	361	3.02	1.08	5	1	3
4	132	2.77	1.03	5	1	3
5	222	3.02	1.02	5	1	3
6	684	3.89	0.94	5	1	4
7	347	3.38	0.95	5	1	3
8	47	3.02	0.99	5	1	3
9	75	2.67	1.03	5	1	3
10	675	3.55	0.89	5	1	4
11	790	3.81	0.88	5	1	4
12	134	2.44	1.24	5	1	2
13	74	3.3	1.07	5	1	3
14	115	3.5	0.9	5	1	4
15	113	2.52	1.25	5	1	3
16	503	3.79	0.9	5	1	4
17	626	4	0.93	5	1	4
18	122	3.28	1.05	5	1	3
19	304	2.44	1.14	5	1	2
20	126	2.52	0.86	4	1	3
21	1050	3.63	0.94	5	1	4
22	289	3.39	0.98	5	1	3
23	98	2.92	0.99	5	1	3
24	481	3.19	1.04	5	1	3
25	729	3.68	1.08	5	1	4
26	68	3.59	0.93	5	1	4
27	43	2.98	0.96	5	1	3
28	143	4.06	0.85	5	1	4
29	302	4.09	0.97	5	1	4
30	59	3.76	1.06	5	1	4
31	115	3.06	0.96	5	1	3
32	1148	3.94	0.95	5	1	4
33	3	3.33	0.58	4	3	3
34	1329	3.89	1.04	5	1	4
35	50	3.26	0.85	5	2	3
36	721	3.96	0.86	5	1	4
37	6	3.17	1.47	5	1	3.5
38	22	2.82	1.5	5	1	3
39	1065	3.61	0.97	5	1	4
40	23	4.13	0.76	5	2	4
41	181	3.96	0.83	5	1	4
42	180	2.89	1.03	5	1	3
43	128	3.46	0.95	5	1	4
44	235	2.82	1.05	5	1	3
45	406	3.37	1	5	1	3
46	119	3.06	0.93	5	1	3
47	857	4.13	0.94	5	1	4
48	291	2.93	1.1	5	1	3
49	20	3.95	0.94	5	2	4
50	1323	4.51	0.75	5	1	5
52	331	3.65	0.91	5	1	4
53	4	4.75	0.5	5	4	5
54	28	2.71	1.12	5	1	2.5
55	37	3.03	1.21	5	1	3
56	8	2.12	1.36	4	1	1.5
57	76	3.33	0.99	5	1	3
58	371	4.06	0.92	5	1	4
59	8	2.75	1.39	5	1	3
60	265	3.22	0.98	5	1	3
61	57	2.91	0.89	5	1	3
62	406	3.7	0.99	5	1	4
63	85	2.86	1.08	5	1	3
64	57	2.23	0.91	4	1	2
65	106	2.03	1.09	5	1	2
66	71	1.72	0.86	4	1	2
67	2	4	0	4	4	4
68	44	3.5	0.9	5	1	4
69	245	3.65	1.04	5	1	4
70	685	3.16	1.18	5	1	3
71	75	2.09	1.09	5	1	2
72	70	3.69	0.96	5	1	4
73	169	3.83	1.01	5	1	4
74	87	3.02	1.07	5	1	3
75	10	2	1.15	4	1	1.5
76	134	2.82	1	5	1	3
77	29	3.76	0.79	5	2	4
78	40	3.35	1.05	5	1	3
79	87	2.56	1.02	5	1	3
80	40	3.88	0.79	5	2	4
81	127	3.16	1.16	5	1	3
82	71	3.87	1.11	5	1	4
83	28	3.79	0.79	5	2	4
84	13	3.08	1.26	5	1	3
85	144	3.4	1.01	5	1	3.5
86	185	3.36	0.92	5	1	3
87	56	2.14	0.94	5	1	2
88	143	2.94	1.06	5	1	3
89	171	2.98	0.91	5	1	3
90	5	3.6	1.14	5	2	4
92	71	2.28	0.97	4	1	3
93	68	2.21	1.03	5	1	2
94	134	3.76	0.97	5	1	4
95	501	2.85	1.07	5	1	3
96	11	4	0.89	5	2	4
97	35	3.8	1.21	5	1	4
98	6	2	0.63	3	1	2
99	39	3.41	1.07	5	1	4
100	91	3.09	0.94	5	1	3
101	192	3.89	0.95	5	1	4
102	48	1.75	0.89	4	1	2
103	21	3.29	1.23	5	1	3
104	536	3.51	1.15	5	1	4
105	299	3.25	1.09	5	1	3
106	10	3.4	1.58	5	1	4
107	195	3.14	1.1	5	1	3
108	6	2.67	1.63	5	1	2.5
110	1827	4.23	0.94	5	1	4
111	981	4.18	0.89	5	1	4
112	416	3.44	0.94	5	1	4
113	43	3	0.9	5	1	3
114	9	3	1	5	2	3
116	29	4.17	1.07	5	1	4
117	67	3.66	0.79	5	2	4
118	45	3.07	1.14	5	1	3
119	10	2.9	0.99	5	2	3
120	3	2.67	0.58	3	2	3
121	27	4.04	0.76	5	3	4
122	145	2.83	0.94	5	1	3
123	90	3.87	1.02	5	1	4
124	9	3.56	0.73	5	3	3
125	241	3.84	0.99	5	1	4
126	75	1.91	1.09	5	1	2
127	1	1	NA	1	1	1
128	9	4.56	0.73	5	3	5
129	7	3.57	0.79	4	2	4
130	2	4	1.41	5	3	4
131	12	3.33	0.78	5	2	3
132	73	2.49	1.03	5	1	3
134	2	4	0	4	4	4
135	101	2.8	1.1	5	1	3
136	7	3.14	1.57	5	1	4
137	10	2.9	1.29	5	1	3
138	1	1	NA	1	1	1
139	1	4	NA	4	4	4
140	103	3.08	1.15	5	1	3
141	526	3.54	0.95	5	1	4
144	318	3.4	0.93	5	1	4
145	261	3.35	1.03	5	1	3
146	13	3	1.53	5	1	3
147	148	3.53	1.07	5	1	4
148	15	2.67	1.05	5	1	2
149	33	3.88	0.89	5	1	4
150	931	4.08	0.81	5	1	4
151	415	3.59	0.95	5	1	4
152	49	2.96	1.14	5	1	3
153	583	2.63	1.06	5	1	3
154	127	3.76	0.91	5	1	4
155	60	3.58	1.01	5	1	4
156	53	3.55	0.95	5	2	3
157	137	2.61	1.2	5	1	3
158	196	2.93	0.99	5	1	3
159	85	3.38	0.91	5	1	3
160	435	2.26	1.03	5	1	2
161	587	3.72	0.86	5	1	4
162	385	4.04	1.07	5	1	4
163	398	3.43	1	5	1	4
164	287	3.57	0.89	5	1	4
165	629	3.55	1.02	5	1	4
166	46	2.46	1.29	5	1	2
167	5	3.6	0.89	5	3	3
168	281	2.98	1.15	5	1	3
169	87	2.08	1.05	5	1	2
170	252	3.19	1.1	5	1	3
171	63	3.51	1.13	5	1	4
172	349	2.57	1.09	5	1	3
173	421	2.31	1	5	1	2
174	60	2.23	1.14	5	1	2
175	164	3.47	1.21	5	1	4
176	157	3.97	0.82	5	2	4
177	110	2.71	1.14	5	1	3
178	17	3.47	0.62	4	2	4
179	39	2.13	0.83	4	1	2
180	325	3.5	1.13	5	1	4
181	71	1.61	0.89	4	1	1
182	39	3	1.08	5	1	3
183	21	3.67	0.8	5	2	4
184	21	3.38	1.02	5	1	3
185	425	2.89	1.02	5	1	3
186	156	2.78	0.98	5	1	3
187	77	3.12	1.05	5	1	3
188	147	3.2	1.17	5	1	3
189	11	3.45	0.82	5	2	3
190	75	3.76	1.1	5	1	4
191	56	2.45	1.06	5	1	2.5
192	2	3	1.41	4	2	3
193	168	2.03	1.08	5	1	2
194	161	3.73	0.96	5	1	4
195	121	2.79	0.97	5	1	3
196	429	2.83	1	5	1	3
197	12	2.92	1.08	5	1	3
198	454	3.29	1.04	5	1	3
199	85	3.73	1.19	5	1	4
200	9	2.78	0.97	4	1	3
201	28	2.61	1.1	4	1	3
202	22	2.27	1.08	5	1	2
203	147	3.01	1.21	5	1	3
204	163	2.87	1.06	5	1	3
205	65	3.71	1.01	5	1	4
206	68	3.68	1.06	5	1	4
207	154	3.05	1.08	5	1	3
208	489	2.62	1.14	5	1	3
209	41	2.49	0.98	5	1	2
210	29	3.14	1.03	5	1	3
211	22	3.45	0.8	5	2	4
212	12	1.75	0.97	4	1	1.5
213	90	3.92	1.11	5	1	4
214	19	4.11	0.94	5	2	4
215	114	3.85	1.01	5	1	4
216	267	3.18	1.23	5	1	3
217	50	2.62	1.1	5	1	3
218	138	3.04	1.01	5	1	3
219	14	2.93	1.07	5	1	3
220	23	1.78	0.9	4	1	2
222	255	3.58	0.81	5	1	4
223	1084	3.92	1.03	5	1	4
224	312	3.41	0.96	5	1	3
225	193	3.19	0.9	5	1	3
226	1	2	NA	2	2	2
227	91	2.66	0.92	4	1	3
228	11	2.36	0.92	4	1	2
229	78	3.47	1	5	1	3.5
230	251	3.47	0.93	5	1	4
231	501	3.17	1.32	5	1	3
232	264	4.09	0.8	5	1	4
233	184	3.58	1.16	5	1	4
234	106	2.23	1.07	5	1	2
235	702	3.7	1.01	5	1	4
236	248	3.31	0.95	5	1	3
237	201	2.92	1.03	5	1	3
238	22	2.55	1.34	5	1	3
239	126	2.86	1.18	5	1	3
240	34	2.59	1.13	5	1	2.5
241	23	3.26	1.05	5	1	3
242	56	3.52	1.03	5	1	4
243	6	2	1.1	3	1	2
244	7	2	1	3	1	2
245	8	3	1.07	5	2	3
246	547	4.19	0.85	5	1	4
247	367	3.89	0.94	5	1	4
248	106	3	0.98	5	1	3
249	186	3.73	0.93	5	1	4
250	21	2.76	1.34	5	1	3
251	13	3.23	1.09	5	1	3
252	285	3.28	0.88	5	1	3
253	566	3.52	1.02	5	1	4
254	29	3.07	0.84	5	1	3
255	53	2.06	1.03	5	1	2
256	164	2.64	1.06	5	1	3
257	86	3.28	1.07	5	1	3
258	111	2.35	1.14	5	1	2
259	81	2.91	0.98	5	1	3
260	2257	4.44	0.81	5	1	5
261	206	3.67	0.94	5	1	4
262	124	3.8	1.02	5	1	4
263	22	3.95	0.95	5	1	4
264	4	3	1.41	4	1	3.5
265	592	3.92	0.99	5	1	4
266	555	3.42	1.11	5	1	4
267	107	2.68	1.23	5	1	3
268	41	3.39	0.92	5	1	4
