"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	349	3.86	0.93	5	1	4
2	107	3.22	0.94	5	1	3
3	68	3.04	1.3	5	1	3
4	159	3.55	0.96	5	1	4
5	65	3.38	0.96	5	1	3
6	24	3.5	1.32	5	1	4
7	290	3.83	0.97	5	1	4
8	170	3.98	1.03	5	1	4
9	229	3.88	1.04	5	1	4
10	65	3.8	1.03	5	1	4
11	180	3.86	1.1	5	1	4
12	218	4.35	0.85	5	1	5
13	149	3.4	1.05	5	1	4
14	137	3.96	0.98	5	1	4
15	212	3.75	0.99	5	1	4
16	31	3.26	0.96	5	1	3
17	70	3.17	1.12	5	1	3
18	10	2.8	1.32	5	1	3
19	56	4.09	0.88	5	2	4
20	56	3.41	1.2	5	1	4
21	59	2.76	1.02	5	1	3
22	231	4.19	0.98	5	1	4
23	138	4.07	0.84	5	2	4
24	132	3.37	1.01	5	1	3
25	214	3.43	1.05	5	1	4
26	52	3.54	0.94	5	1	3
27	42	3.05	1.06	5	1	3
28	205	3.93	0.83	5	2	4
29	87	2.66	1.07	5	1	3
30	27	3.81	0.88	5	1	4
31	111	3.59	0.9	5	1	4
32	60	3.87	0.98	5	1	4
33	73	3.53	1.04	5	1	4
34	6	2.83	1.47	5	1	2.5
35	10	2.1	1.37	5	1	2
36	9	2.11	1.05	4	1	2
37	7	2.29	1.11	4	1	2
38	91	3.12	1.05	5	1	3
39	66	3.26	0.92	5	1	3
40	48	2.88	1.1	5	1	3
41	27	3.15	1.13	5	1	3
42	116	3.78	1.07	5	1	4
43	31	3.16	0.82	5	1	3
44	63	3.38	0.99	5	1	3
45	53	4.04	0.92	5	1	4
46	20	3.65	0.93	5	1	4
47	104	3.59	1.03	5	1	4
48	91	4.15	0.94	5	1	4
49	63	3.38	0.91	5	1	3
50	442	4.32	0.92	5	1	5
51	64	3.42	1.19	5	1	4
52	70	3.8	0.91	5	1	4
53	96	2.94	1.32	5	1	3
54	76	3.21	0.87	5	1	3
55	106	3.73	1.01	5	1	4
56	307	4.08	1.14	5	1	4
57	29	3.97	1.24	5	1	4
58	137	3.64	0.87	5	1	4
59	70	4.04	1.06	5	1	4
60	49	4.04	1.04	5	1	4
61	42	4	0.86	5	1	4
62	91	3.2	1.07	5	1	3
63	62	2.97	0.96	5	1	3
64	210	4.42	0.77	5	1	5
65	91	3.52	0.95	5	1	4
66	111	3.57	0.94	5	1	4
67	78	3.21	1.17	5	1	3
68	105	3.42	1.17	5	1	4
69	238	3.79	1.11	5	1	4
70	177	3.58	0.9	5	1	4
71	165	3.72	0.98	5	1	4
72	92	3.05	1	5	1	3
73	96	3.45	0.88	5	1	3
74	6	3.33	1.21	5	2	3.5
75	4	2.75	1.5	4	1	3
76	39	3.54	0.85	5	1	4
77	117	3.28	0.92	5	1	3
78	28	2.5	1.14	5	1	2
79	260	4.1	0.74	5	2	4
80	57	2.86	0.97	5	1	3
81	89	3.53	1.15	5	1	4
82	195	3.71	1.04	5	1	4
83	133	4.11	0.83	5	1	4
84	16	3.12	1.02	5	1	3
85	47	3.02	1.05	5	1	3
86	111	3.83	1.03	5	1	4
87	104	3.95	0.98	5	1	4
88	165	3.58	1.04	5	1	4
89	220	4.14	0.91	5	1	4
90	73	3.07	1.12	5	1	3
91	107	3.55	1.07	5	1	4
92	78	3.56	1.06	5	1	4
93	87	3.68	1.1	5	1	4
94	102	3.03	1.08	5	1	3
95	163	3.79	0.92	5	1	4
96	222	4.05	0.94	5	1	4
97	192	3.78	1.07	5	1	4
98	283	4.3	0.78	5	1	4
99	133	3.72	0.93	5	1	4
100	375	4.16	0.98	5	1	4
101	60	3.25	1.17	5	1	3
102	36	3.22	0.93	5	1	3
103	10	1.9	0.99	3	1	1.5
104	2	2	1.41	3	1	2
105	68	2.53	0.95	5	1	3
106	54	2.93	1.06	5	1	3
107	32	3.41	1.27	5	1	3
108	54	3	1.12	5	1	3
109	108	3.38	1.11	5	1	3
110	26	2.5	1.07	5	1	2.5
111	222	3.44	0.96	5	1	4
112	15	2.6	1.3	5	1	3
113	6	4.17	0.75	5	3	4
114	48	4.48	0.62	5	3	5
115	10	3.6	1.35	5	1	4
116	96	3.76	1.11	5	1	4
117	285	3.68	0.97	5	1	4
118	224	3.21	1.1	5	1	3
119	3	4.33	1.15	5	3	5
120	49	2.35	1.11	5	1	2
121	325	3.48	1.11	5	1	4
122	87	2.3	1.12	5	1	2
123	92	3.2	1.03	5	1	3
124	147	4.01	0.94	5	1	4
125	186	3.55	1.01	5	1	4
