"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	1590	4.14	0.84	5	1	4
2	514	3.18	0.99	5	1	3
3	370	3.06	1.06	5	1	3
4	133	2.72	0.91	5	1	3
5	228	3	1.05	5	1	3
6	741	3.86	0.94	5	1	4
7	362	3.41	1	5	1	3
8	52	2.94	1	5	1	3
9	80	2.7	1.02	4	1	3
10	666	3.54	0.88	5	1	4
11	771	3.78	0.88	5	1	4
12	119	2.39	1.24	5	1	2
13	74	3.22	1.01	5	1	3
14	118	3.53	0.88	5	1	4
15	112	2.5	1.24	5	1	3
16	512	3.78	0.91	5	1	4
17	634	4.04	0.89	5	1	4
18	126	3.3	1.04	5	1	3
19	292	2.46	1.16	5	1	2
20	127	2.55	0.9	4	1	3
21	1012	3.64	0.94	5	1	4
22	284	3.38	0.97	5	1	3
23	98	2.87	1	5	1	3
24	482	3.17	1.09	5	1	3
25	740	3.69	1.06	5	1	4
26	73	3.58	0.96	5	1	4
27	45	2.84	0.93	5	1	3
28	145	4.03	0.89	5	1	4
29	291	4.09	0.98	5	1	4
30	62	3.61	1.03	5	1	4
31	109	3.09	0.91	5	1	3
32	1128	3.93	0.97	5	1	4
33	4	3	0.82	4	2	3
34	1345	3.9	1.02	5	1	4
35	51	3.27	1	5	1	3
36	708	3.96	0.86	5	1	4
37	5	3.8	1.64	5	1	4
38	22	3.05	1.46	5	1	3
39	1063	3.62	0.98	5	1	4
40	23	3.96	0.98	5	2	4
41	180	3.92	0.87	5	1	4
42	172	2.82	1.04	5	1	3
43	133	3.48	0.93	5	1	4
44	243	2.83	1.08	5	1	3
45	416	3.43	1.01	5	1	4
46	118	2.97	0.91	5	1	3
47	872	4.08	0.95	5	1	4
48	289	2.97	1.08	5	1	3
49	20	3.65	1.04	5	2	4
50	1330	4.52	0.76	5	1	5
52	313	3.69	0.92	5	1	4
53	7	4.71	0.49	5	4	5
54	34	2.53	1.13	5	1	2
55	33	3.12	1.11	5	1	3
56	7	2.29	1.38	4	1	2
57	67	3.4	1	5	1	3
58	384	4.08	0.87	5	1	4
59	5	2	1	3	1	2
60	279	3.18	1	5	1	3
61	57	3	0.96	5	1	3
62	420	3.72	1.01	5	1	4
63	85	2.81	1.12	5	1	3
64	68	2.31	0.92	4	1	2
65	104	2.1	1.05	4	1	2
66	76	1.64	0.86	4	1	1
67	4	3.25	0.96	4	2	3.5
68	44	3.52	0.93	5	1	4
69	244	3.64	1.03	5	1	4
70	690	3.14	1.18	5	1	3
71	70	2.06	0.98	4	1	2
72	77	3.66	1.03	5	1	4
73	170	3.82	1.04	5	1	4
74	95	2.96	1.07	5	1	3
75	7	2	1	3	1	2
76	138	2.94	1.07	5	1	3
77	26	3.69	0.88	5	2	4
78	39	3.21	1.1	5	1	3
79	88	2.5	1.01	5	1	3
80	43	3.81	0.73	5	2	4
81	134	3.21	1.1	5	1	3
82	68	3.93	1.08	5	1	4
83	24	3.62	0.88	5	2	4
84	16	3	1.15	5	1	3
85	160	3.46	1.01	5	1	4
86	179	3.36	0.98	5	1	3
87	50	2.26	0.94	5	1	2
88	150	2.93	1.06	5	1	3
89	184	3.05	0.92	5	1	3
90	6	3.67	1.03	5	2	4
92	76	2.34	1.03	5	1	2.5
93	68	2.25	0.98	5	1	2
94	149	3.74	0.96	5	1	4
95	505	2.87	1.05	5	1	3
96	13	3.92	0.86	5	2	4
97	38	3.79	1.26	5	1	4
98	5	2	0.71	3	1	2
99	30	3.3	1.06	5	1	3.5
100	91	3.02	0.97	5	1	3
101	194	3.85	0.92	5	1	4
102	43	1.84	0.95	4	1	2
103	30	3.23	1.1	5	1	3
104	499	3.49	1.15	5	1	4
105	298	3.19	1.13	5	1	3
106	8	3.38	1.77	5	1	4
107	188	3.11	1.1	5	1	3
108	4	2.25	1.5	4	1	2
110	1841	4.25	0.92	5	1	5
111	951	4.21	0.85	5	1	4
112	422	3.41	0.96	5	1	3
113	42	3.02	0.95	5	1	3
114	7	3	0.58	4	2	3
116	33	4.03	1.19	5	1	4
117	49	3.69	0.8	5	2	4
118	49	3.02	1.09	5	1	3
119	13	2.46	1.2	5	1	2
120	2	2.5	0.71	3	2	2.5
121	26	4.15	0.67	5	3	4
122	146	2.73	0.93	5	1	3
123	87	3.84	1.12	5	1	4
124	11	2.91	1.14	5	1	3
125	241	3.83	0.95	5	1	4
126	70	2.01	1.07	5	1	2
128	10	4.3	0.82	5	3	4.5
129	9	3.44	0.73	4	2	4
130	2	4	1.41	5	3	4
131	13	3.15	0.99	5	1	3
132	72	2.44	0.98	5	1	2.5
134	2	4	0	4	4	4
135	106	2.74	1.11	5	1	3
136	6	3.5	1.38	5	1	4
137	9	2.67	1.12	4	1	3
138	2	2.5	2.12	4	1	2.5
139	1	4	NA	4	4	4
140	107	3.13	1.12	5	1	3
141	504	3.52	0.97	5	1	4
142	1	1	NA	1	1	1
144	343	3.37	0.95	5	1	3
145	278	3.29	1.04	5	1	3
146	14	2.71	1.49	5	1	2.5
147	134	3.52	1.02	5	1	4
148	20	2.65	1.04	5	1	2.5
149	37	3.76	0.89	5	1	4
150	939	4.06	0.83	5	1	4
151	427	3.59	0.93	5	1	4
152	52	3.06	1.19	5	1	3
153	583	2.64	1.05	5	1	3
154	135	3.69	0.94	5	1	4
155	69	3.33	1.01	5	1	4
156	51	3.61	1.06	5	1	4
157	152	2.75	1.19	5	1	3
158	197	2.96	1.02	5	1	3
159	90	3.3	0.87	5	1	3
160	433	2.25	1.03	5	1	2
161	568	3.74	0.87	5	1	4
162	382	4.08	1.05	5	1	4
163	419	3.5	1.01	5	1	4
164	288	3.61	0.83	5	1	4
165	631	3.55	1.01	5	1	4
166	45	2.64	1.26	5	1	3
167	5	3.6	0.89	5	3	3
168	275	2.95	1.14	5	1	3
169	91	2.03	0.98	4	1	2
170	256	3.09	1.12	5	1	3
171	72	3.54	1.03	5	1	4
172	351	2.55	1.11	5	1	3
173	424	2.33	1.02	5	1	2
174	62	2.24	1.26	5	1	2
175	176	3.51	1.23	5	1	4
176	156	3.94	0.87	5	1	4
177	110	2.77	1.17	5	1	3
178	11	3.64	0.67	5	3	4
179	33	2.3	0.92	5	1	2
180	331	3.55	1.1	5	1	4
181	70	1.59	0.91	4	1	1
182	36	3.22	1.12	5	1	3
183	17	3.35	1	5	1	4
184	20	3.45	0.94	5	2	3
185	411	2.87	0.99	5	1	3
186	160	2.73	0.96	5	1	3
187	72	3.15	1.03	5	1	3
188	140	3.27	1.1	5	1	3
189	10	3.6	0.84	5	2	4
190	78	3.79	1.05	5	1	4
191	61	2.49	1.03	5	1	2
192	1	4	NA	4	4	4
193	175	2.02	1.07	5	1	2
194	162	3.74	0.99	5	1	4
195	124	2.94	0.92	5	1	3
196	419	2.85	0.98	5	1	3
197	13	2.92	1.04	5	1	3
198	461	3.27	1.06	5	1	3
199	89	3.69	1.21	5	1	4
200	9	2.33	1	4	1	2
201	27	2.7	1.1	4	1	3
202	25	2.6	1.12	5	1	2
203	155	3.06	1.16	5	1	3
204	148	2.93	1.09	5	1	3
205	68	3.69	1.04	5	1	4
206	67	3.64	1.1	5	1	4
207	177	3.15	1.09	5	1	3
208	501	2.63	1.12	5	1	3
209	34	2.29	0.87	4	1	2
210	20	3.45	1	5	1	3
211	29	3.59	0.78	5	2	4
212	9	2.11	0.78	3	1	2
213	96	4.06	1.02	5	1	4
214	24	4.29	0.86	5	2	4.5
215	124	3.83	1	5	1	4
216	279	3.2	1.26	5	1	3
217	51	2.71	1.08	5	1	3
218	151	3.14	1.02	5	1	3
219	13	3.15	1.07	5	1	3
220	19	1.74	0.81	3	1	2
222	258	3.57	0.88	5	1	4
223	1093	3.95	1.01	5	1	4
224	275	3.38	0.99	5	1	3
225	187	3.1	0.92	5	1	3
227	101	2.62	1.01	5	1	3
228	12	2.17	1.03	4	1	2
229	84	3.5	1.05	5	1	4
230	260	3.43	0.93	5	1	4
231	513	3.21	1.34	5	1	3
232	261	4.08	0.81	5	1	4
233	179	3.66	1.14	5	1	4
234	108	2.29	1.12	5	1	2
235	724	3.71	1.02	5	1	4
236	260	3.3	0.9	5	1	3
237	208	2.94	1	5	1	3
238	23	2.78	1.44	5	1	3
239	131	2.91	1.22	5	1	3
240	38	2.79	1.09	5	1	3
241	23	3.26	1.14	5	1	3
242	60	3.52	1.08	5	1	4
243	9	2.11	1.05	3	1	3
244	6	2.33	0.82	3	1	2.5
245	9	3.22	0.97	5	2	3
246	543	4.19	0.84	5	1	4
247	359	3.85	0.97	5	1	4
