"movieID"	"nb.Ratings"	"mean"	"sd"	"max"	"min"	"med"
1	1624	4.15	0.86	5	1	4
2	528	3.17	0.97	5	1	3
3	349	3.03	1.08	5	1	3
4	128	2.77	1.03	5	1	3
5	226	3	1.03	5	1	3
6	715	3.88	0.92	5	1	4
7	348	3.39	1.01	5	1	3
8	52	2.96	0.93	5	1	3
9	76	2.64	1.08	5	1	3
10	676	3.55	0.91	5	1	4
11	799	3.79	0.84	5	1	4
12	126	2.42	1.24	5	1	2
13	79	3.28	1.09	5	1	3
14	110	3.56	0.86	5	1	4
15	110	2.43	1.15	5	1	2.5
16	530	3.8	0.9	5	1	4
17	630	4.03	0.92	5	1	4
18	123	3.36	1.05	5	1	3
19	293	2.46	1.17	5	1	2
20	127	2.5	0.91	4	1	3
21	1020	3.63	0.92	5	1	4
22	285	3.34	0.99	5	1	3
23	91	2.81	1.04	5	1	3
24	456	3.21	1.06	5	1	3
25	757	3.68	1.09	5	1	4
26	66	3.48	1	5	1	4
27	42	2.88	1.02	5	1	3
28	134	4.02	0.85	5	1	4
29	326	4.03	1.01	5	1	4
30	58	3.62	1.04	5	1	4
31	106	3.17	0.92	5	1	3
32	1158	3.94	0.98	5	1	4
33	2	3	1.41	4	2	3
34	1334	3.89	1.04	5	1	4
35	60	3.3	0.89	5	1	3
36	695	3.94	0.88	5	1	4
37	6	3.67	1.03	5	2	4
38	20	2.8	1.44	5	1	3
39	1061	3.62	0.98	5	1	4
40	25	3.88	0.88	5	2	4
41	185	3.99	0.77	5	1	4
42	163	2.84	0.98	5	1	3
43	127	3.46	0.92	5	1	4
44	240	2.75	1.05	5	1	3
45	415	3.44	0.99	5	1	3
46	118	3.07	0.88	5	1	3
47	858	4.1	0.94	5	1	4
48	289	3	1.08	5	1	3
49	19	3.68	1.06	5	2	4
50	1347	4.52	0.74	5	1	5
52	328	3.62	0.91	5	1	4
53	6	4.67	0.52	5	4	5
54	32	2.41	1.04	4	1	2
55	35	3.17	1.2	5	1	4
56	7	1.86	1.21	4	1	1
57	70	3.39	1	5	1	3
58	385	4.1	0.89	5	1	4
59	7	3	1.29	5	1	3
60	267	3.22	0.96	5	1	3
61	53	3.02	0.93	5	1	3
62	430	3.65	1.02	5	1	4
63	80	2.81	1.1	5	1	3
64	62	2.34	0.89	4	1	2
65	98	2.08	1.14	5	1	2
66	73	1.66	0.89	4	1	1
67	2	2.5	0.71	3	2	2.5
68	43	3.42	0.79	5	1	4
69	249	3.66	1.01	5	1	4
70	705	3.1	1.18	5	1	3
71	77	2.14	1.06	5	1	2
72	72	3.69	1.03	5	1	4
73	179	3.84	1	5	1	4
74	92	2.99	1.14	5	1	3
75	11	1.82	1.08	4	1	1
76	134	2.84	1.01	5	1	3
77	27	3.67	0.88	5	2	4
78	37	3.14	1.08	5	1	3
79	87	2.56	1	5	1	3
80	38	3.74	0.83	5	2	4
81	124	3.26	1.08	5	1	3
82	68	3.76	1.05	5	1	4
83	27	3.7	0.87	5	2	4
84	14	3	1.24	5	1	3
85	133	3.4	1.01	5	1	4
86	171	3.43	0.9	5	1	3
87	67	2.15	0.99	5	1	2
88	145	2.95	1.02	5	1	3
89	173	3.05	0.9	5	1	3
90	3	3.67	0.58	4	3	4
92	66	2.42	1.04	5	1	3
93	68	2.16	0.94	4	1	2
94	142	3.79	0.97	5	1	4
95	482	2.84	1.02	5	1	3
96	8	3.5	0.76	4	2	4
97	31	3.68	1.25	5	1	4
98	5	1.8	0.45	2	1	2
99	36	3.44	0.88	5	1	3.5
100	91	3.08	1	5	1	3
101	195	3.9	0.94	5	1	4
102	47	1.77	0.94	4	1	2
103	22	3.41	0.85	5	2	3
104	520	3.53	1.17	5	1	4
105	299	3.28	1.09	5	1	3
106	11	3.82	1.33	5	1	4
107	185	3.23	1.08	5	1	3
108	5	3.2	1.64	5	1	4
110	1864	4.23	0.93	5	1	4
111	916	4.2	0.89	5	1	4
112	434	3.45	0.95	5	1	4
113	43	2.95	0.87	5	1	3
114	7	3	1	5	2	3
116	26	4.12	1.11	5	1	4
117	60	3.65	0.76	5	2	4
118	54	3.26	1.07	5	1	3
119	10	2.3	1.25	5	1	2
120	2	2.5	0.71	3	2	2.5
121	29	4	0.65	5	3	4
122	152	2.72	0.96	5	1	3
123	87	3.91	1.03	5	1	4
124	10	3.2	1.4	5	1	3
125	238	3.9	0.98	5	1	4
126	69	1.96	1.04	5	1	2
127	1	1	NA	1	1	1
128	10	4.4	0.7	5	3	4.5
129	10	3.4	0.84	4	2	4
